date,facility_id,medication_id,category,regime,demand_units,stock_on_hand,closing_stock,units_received,lead_time_days,procurement_cycle_days,supplier_stockout,expiry_date,seasonal_mult,dow,month,year,unmet_demand_today,stockout_flag,unmet_demand
2022-06-15,F001,M013,Diabetes,stable,40,1363,1323,0,17,82,0,2022-11-13,1.0,2,6,2022,0,0,0
2022-06-16,F001,M013,Diabetes,stable,43,1323,1280,0,10,87,0,2023-01-19,1.0,3,6,2022,0,0,0
2022-06-17,F001,M013,Diabetes,stable,27,1280,1253,0,15,70,0,2024-03-14,1.0,4,6,2022,0,0,0
2022-06-18,F001,M013,Diabetes,stable,18,1253,1235,0,13,81,0,2022-09-26,1.0,5,6,2022,0,0,0
2022-06-19,F001,M013,Diabetes,stable,16,1235,1219,0,14,73,0,2023-10-07,1.0,6,6,2022,0,0,0
2022-06-20,F001,M013,Diabetes,stable,45,1219,1174,0,17,75,0,2023-12-18,1.0,0,6,2022,0,0,0
2022-06-21,F001,M013,Diabetes,stable,41,1174,1133,0,12,78,0,2024-05-09,1.0,1,6,2022,0,0,0
2022-06-22,F001,M013,Diabetes,stable,48,1133,1085,0,20,76,0,2023-01-18,1.0,2,6,2022,0,0,0
2022-06-23,F001,M013,Diabetes,stable,46,1085,1039,0,23,73,0,2023-11-25,1.0,3,6,2022,0,0,0
2022-06-24,F001,M013,Diabetes,stable,38,1039,1001,0,18,72,0,2023-09-18,1.0,4,6,2022,0,0,0
2022-06-25,F001,M013,Diabetes,stable,20,1001,981,0,13,74,0,2023-06-30,1.0,5,6,2022,0,0,0
2022-06-26,F001,M013,Diabetes,stable,18,981,963,0,23,74,0,2023-08-08,1.0,6,6,2022,0,0,0
2022-06-27,F001,M013,Diabetes,surge,60,963,903,0,20,71,0,2023-11-29,1.0,0,6,2022,0,0,0
2022-06-28,F001,M013,Diabetes,surge,79,903,824,0,22,81,0,2023-11-26,1.0,1,6,2022,0,0,0
2022-06-29,F001,M013,Diabetes,surge,75,824,749,0,15,76,0,2024-01-18,1.0,2,6,2022,0,0,0
2022-06-30,F001,M013,Diabetes,surge,69,749,680,0,29,75,0,2022-10-10,1.0,3,6,2022,0,0,0
2022-07-01,F001,M013,Diabetes,surge,80,680,600,0,20,78,0,2023-02-01,1.0,4,7,2022,0,0,0
2022-07-02,F001,M013,Diabetes,surge,49,600,551,0,26,74,0,2024-04-21,1.0,5,7,2022,0,0,0
2022-07-03,F001,M013,Diabetes,surge,27,551,524,0,17,65,0,2023-07-02,1.0,6,7,2022,0,0,0
2022-07-04,F001,M013,Diabetes,surge,66,524,458,0,15,72,0,2024-06-26,1.0,0,7,2022,0,0,0
2022-07-05,F001,M013,Diabetes,surge,72,458,386,0,23,79,0,2024-01-05,1.0,1,7,2022,0,0,0
2022-07-06,F001,M013,Diabetes,surge,74,386,312,0,16,77,0,2023-05-15,1.0,2,7,2022,0,0,0
2022-07-07,F001,M013,Diabetes,stable,44,312,268,0,19,76,0,2023-11-18,1.0,3,7,2022,0,0,0
2022-07-08,F001,M013,Diabetes,stable,48,268,2020,1800,23,72,0,2024-03-17,1.0,4,7,2022,0,0,0
2022-07-09,F001,M013,Diabetes,stable,29,2020,1991,0,15,85,0,2022-08-10,1.0,5,7,2022,0,0,0
2022-07-10,F001,M013,Diabetes,stable,12,1991,1979,0,20,65,0,2023-10-10,1.0,6,7,2022,0,0,0
2022-07-11,F001,M013,Diabetes,stable,44,1979,1935,0,20,80,0,2024-02-01,1.0,0,7,2022,0,0,0
2022-07-12,F001,M013,Diabetes,stable,43,1935,1892,0,20,67,0,2024-04-26,1.0,1,7,2022,0,0,0
2022-07-13,F001,M013,Diabetes,stable,43,1892,1849,0,12,64,0,2023-02-05,1.0,2,7,2022,0,0,0
2022-07-14,F001,M013,Diabetes,stable,42,1849,1807,0,23,81,0,2022-11-20,1.0,3,7,2022,0,0,0
2022-07-15,F001,M013,Diabetes,stable,37,1807,1770,0,28,80,0,2023-05-29,1.0,4,7,2022,0,0,0
2022-07-16,F001,M013,Diabetes,stable,19,1770,1751,0,10,81,0,2023-10-12,1.0,5,7,2022,0,0,0
2022-07-17,F001,M013,Diabetes,stable,9,1751,1742,0,15,66,0,2023-10-22,1.0,6,7,2022,0,0,0
2022-07-18,F001,M013,Diabetes,stable,42,1742,1700,0,23,89,0,2022-09-02,1.0,0,7,2022,0,0,0
2022-07-19,F001,M013,Diabetes,stable,37,1700,1663,0,23,83,0,2024-04-01,1.0,1,7,2022,0,0,0
2022-07-20,F001,M013,Diabetes,stable,33,1663,1630,0,10,71,0,2022-12-27,1.0,2,7,2022,0,0,0
2022-07-21,F001,M013,Diabetes,surge,79,1630,1551,0,25,86,0,2023-12-05,1.0,3,7,2022,0,0,0
2022-07-22,F001,M013,Diabetes,surge,80,1551,1471,0,22,83,0,2022-09-05,1.0,4,7,2022,0,0,0
2022-07-23,F001,M013,Diabetes,surge,37,1471,1434,0,20,81,0,2023-06-17,1.0,5,7,2022,0,0,0
2022-07-24,F001,M013,Diabetes,stable,9,1434,1425,0,8,73,0,2022-12-25,1.0,6,7,2022,0,0,0
2022-07-25,F001,M013,Diabetes,stable,32,1425,1393,0,10,83,0,2024-04-19,1.0,0,7,2022,0,0,0
2022-07-26,F001,M013,Diabetes,stable,39,1393,1354,0,21,77,0,2022-10-24,1.0,1,7,2022,0,0,0
2022-07-27,F001,M013,Diabetes,stable,42,1354,1312,0,18,70,0,2023-09-01,1.0,2,7,2022,0,0,0
2022-07-28,F001,M013,Diabetes,stable,46,1312,1266,0,19,70,0,2024-02-16,1.0,3,7,2022,0,0,0
2022-07-29,F001,M013,Diabetes,stable,45,1266,1221,0,14,84,0,2024-01-19,1.0,4,7,2022,0,0,0
2022-07-30,F001,M013,Diabetes,stable,23,1221,1198,0,19,71,0,2022-12-30,1.0,5,7,2022,0,0,0
2022-07-31,F001,M013,Diabetes,stable,9,1198,1189,0,14,81,0,2024-05-02,1.0,6,7,2022,0,0,0
2022-08-01,F001,M013,Diabetes,stable,37,1189,1152,0,20,70,0,2022-12-06,1.0,0,8,2022,0,0,0
2022-08-02,F001,M013,Diabetes,stable,35,1152,1117,0,9,77,0,2024-02-06,1.0,1,8,2022,0,0,0
2022-08-03,F001,M013,Diabetes,stable,43,1117,1074,0,27,66,0,2023-05-27,1.0,2,8,2022,0,0,0
2022-08-04,F001,M013,Diabetes,stable,47,1074,1027,0,11,81,0,2024-03-23,1.0,3,8,2022,0,0,0
2022-08-05,F001,M013,Diabetes,stable,42,1027,985,0,17,75,0,2024-03-25,1.0,4,8,2022,0,0,0
2022-08-06,F001,M013,Diabetes,stable,16,985,969,0,13,82,0,2024-03-22,1.0,5,8,2022,0,0,0
2022-08-07,F001,M013,Diabetes,stable,15,969,954,0,16,72,0,2024-01-05,1.0,6,8,2022,0,0,0
2022-08-08,F001,M013,Diabetes,stable,40,954,914,0,14,67,0,2023-07-10,1.0,0,8,2022,0,0,0
2022-08-09,F001,M013,Diabetes,stable,32,914,882,0,14,77,0,2023-09-23,1.0,1,8,2022,0,0,0
2022-08-10,F001,M013,Diabetes,stable,40,882,842,0,11,76,0,2023-08-30,1.0,2,8,2022,0,0,0
2022-08-11,F001,M013,Diabetes,stable,49,842,793,0,15,75,0,2023-08-11,1.0,3,8,2022,0,0,0
2022-08-12,F001,M013,Diabetes,stable,45,793,748,0,16,70,0,2024-02-27,1.0,4,8,2022,0,0,0
2022-08-13,F001,M013,Diabetes,stable,22,748,726,0,19,75,0,2022-12-18,1.0,5,8,2022,0,0,0
2022-08-14,F001,M013,Diabetes,stable,17,726,709,0,22,69,0,2024-07-07,1.0,6,8,2022,0,0,0
2022-08-15,F001,M013,Diabetes,stable,52,709,657,0,8,75,0,2023-02-08,1.0,0,8,2022,0,0,0
2022-08-16,F001,M013,Diabetes,stable,40,657,617,0,18,72,0,2024-05-01,1.0,1,8,2022,0,0,0
2022-08-17,F001,M013,Diabetes,stable,41,617,576,0,7,76,0,2024-07-03,1.0,2,8,2022,0,0,0
2022-08-18,F001,M013,Diabetes,stable,34,576,542,0,12,82,0,2023-07-29,1.0,3,8,2022,0,0,0
2022-08-19,F001,M013,Diabetes,stable,44,542,498,0,11,74,0,2023-05-24,1.0,4,8,2022,0,0,0
2022-08-20,F001,M013,Diabetes,stable,26,498,472,0,15,74,0,2024-07-18,1.0,5,8,2022,0,0,0
2022-08-21,F001,M013,Diabetes,surge,19,472,453,0,19,77,0,2024-03-07,1.0,6,8,2022,0,0,0
2022-08-22,F001,M013,Diabetes,surge,71,453,2182,1800,17,82,0,2022-09-27,1.0,0,8,2022,0,0,0
2022-08-23,F001,M013,Diabetes,surge,66,2182,2116,0,25,75,0,2023-04-06,1.0,1,8,2022,0,0,0
2022-08-24,F001,M013,Diabetes,surge,62,2116,2054,0,18,76,0,2022-11-15,1.0,2,8,2022,0,0,0
2022-08-25,F001,M013,Diabetes,surge,69,2054,1985,0,14,78,0,2023-03-07,1.0,3,8,2022,0,0,0
2022-08-26,F001,M013,Diabetes,surge,65,1985,1920,0,14,72,0,2024-04-29,1.0,4,8,2022,0,0,0
2022-08-27,F001,M013,Diabetes,stable,26,1920,1894,0,13,77,0,2024-03-09,1.0,5,8,2022,0,0,0
2022-08-28,F001,M013,Diabetes,stable,17,1894,1877,0,14,63,0,2023-07-30,1.0,6,8,2022,0,0,0
2022-08-29,F001,M013,Diabetes,stable,51,1877,1826,0,15,72,0,2023-11-24,1.0,0,8,2022,0,0,0
2022-08-30,F001,M013,Diabetes,stable,35,1826,1791,0,20,79,0,2023-07-20,1.0,1,8,2022,0,0,0
2022-08-31,F001,M013,Diabetes,stable,47,1791,1744,0,11,73,0,2023-09-30,1.0,2,8,2022,0,0,0
2022-09-01,F001,M013,Diabetes,stable,50,1744,1694,0,25,86,0,2022-12-10,1.0,3,9,2022,0,0,0
2022-09-02,F001,M013,Diabetes,stable,44,1694,1650,0,10,86,0,2024-06-23,1.0,4,9,2022,0,0,0
2022-09-03,F001,M013,Diabetes,stable,20,1650,1630,0,12,86,0,2024-03-23,1.0,5,9,2022,0,0,0
2022-09-04,F001,M013,Diabetes,stable,9,1630,1621,0,13,79,1,2024-01-29,1.0,6,9,2022,0,0,0
2022-09-05,F001,M013,Diabetes,stable,31,1621,1590,0,13,83,0,2024-07-03,1.0,0,9,2022,0,0,0
2022-09-06,F001,M013,Diabetes,stable,42,1590,1548,0,22,71,0,2023-10-21,1.0,1,9,2022,0,0,0
2022-09-07,F001,M013,Diabetes,stable,46,1548,1502,0,11,83,0,2023-12-16,1.0,2,9,2022,0,0,0
2022-09-08,F001,M013,Diabetes,stable,49,1502,1453,0,13,66,0,2024-07-27,1.0,3,9,2022,0,0,0
2022-09-09,F001,M013,Diabetes,stable,50,1453,1403,0,16,83,0,2022-10-17,1.0,4,9,2022,0,0,0
2022-09-10,F001,M013,Diabetes,stable,17,1403,1386,0,20,73,0,2024-05-12,1.0,5,9,2022,0,0,0
2022-09-11,F001,M013,Diabetes,stable,10,1386,1376,0,18,82,0,2024-09-07,1.0,6,9,2022,0,0,0
2022-09-12,F001,M013,Diabetes,stable,49,1376,1327,0,14,69,0,2024-01-11,1.0,0,9,2022,0,0,0
2022-09-13,F001,M013,Diabetes,stable,45,1327,1282,0,11,70,0,2023-04-19,1.0,1,9,2022,0,0,0
2022-09-14,F001,M013,Diabetes,stable,41,1282,1241,0,11,83,0,2023-07-14,1.0,2,9,2022,0,0,0
2022-09-15,F001,M013,Diabetes,stable,34,1241,1207,0,17,81,0,2024-06-29,1.0,3,9,2022,0,0,0
2022-09-16,F001,M013,Diabetes,stable,45,1207,1162,0,20,72,0,2023-07-22,1.0,4,9,2022,0,0,0
2022-09-17,F001,M013,Diabetes,stable,21,1162,1141,0,13,72,0,2023-04-28,1.0,5,9,2022,0,0,0
2022-09-18,F001,M013,Diabetes,stable,8,1141,1133,0,17,85,0,2023-11-22,1.0,6,9,2022,0,0,0
2022-09-19,F001,M013,Diabetes,stable,36,1133,1097,0,16,74,0,2023-08-24,1.0,0,9,2022,0,0,0
2022-09-20,F001,M013,Diabetes,stable,35,1097,1062,0,9,75,0,2024-01-29,1.0,1,9,2022,0,0,0
2022-09-21,F001,M013,Diabetes,stable,45,1062,1017,0,21,67,0,2023-07-19,1.0,2,9,2022,0,0,0
2022-09-22,F001,M013,Diabetes,stable,44,1017,973,0,13,84,0,2023-09-12,1.0,3,9,2022,0,0,0
2022-09-23,F001,M013,Diabetes,stable,30,973,943,0,28,77,0,2023-04-30,1.0,4,9,2022,0,0,0
2022-09-24,F001,M013,Diabetes,stable,17,943,926,0,13,71,0,2023-03-30,1.0,5,9,2022,0,0,0
2022-09-25,F001,M013,Diabetes,stable,19,926,907,0,10,74,0,2023-07-03,1.0,6,9,2022,0,0,0
2022-09-26,F001,M013,Diabetes,stable,49,907,858,0,13,75,0,2023-05-30,1.0,0,9,2022,0,0,0
2022-09-27,F001,M013,Diabetes,stable,49,858,809,0,13,84,0,2022-12-19,1.0,1,9,2022,0,0,0
2022-09-28,F001,M013,Diabetes,stable,37,809,772,0,18,79,0,2024-05-20,1.0,2,9,2022,0,0,0
2022-09-29,F001,M013,Diabetes,stable,37,772,735,0,16,68,0,2024-02-09,1.0,3,9,2022,0,0,0
2022-09-30,F001,M013,Diabetes,stable,51,735,684,0,20,75,0,2023-06-27,1.0,4,9,2022,0,0,0
2022-10-01,F001,M013,Diabetes,stable,20,684,664,0,18,78,0,2024-02-25,1.0,5,10,2022,0,0,0
2022-10-02,F001,M013,Diabetes,stable,11,664,653,0,27,75,0,2022-12-11,1.0,6,10,2022,0,0,0
2022-10-03,F001,M013,Diabetes,stable,35,653,618,0,24,80,0,2024-07-07,1.0,0,10,2022,0,0,0
2022-10-04,F001,M013,Diabetes,stable,40,618,578,0,18,83,0,2024-05-27,1.0,1,10,2022,0,0,0
2022-10-05,F001,M013,Diabetes,stable,49,578,2329,1800,15,74,0,2023-05-07,1.0,2,10,2022,0,0,0
2022-10-06,F001,M013,Diabetes,stable,40,2329,2289,0,19,84,0,2024-04-16,1.0,3,10,2022,0,0,0
2022-10-07,F001,M013,Diabetes,stable,36,2289,2253,0,16,80,0,2024-05-29,1.0,4,10,2022,0,0,0
2022-10-08,F001,M013,Diabetes,stable,24,2253,2229,0,14,78,0,2022-12-23,1.0,5,10,2022,0,0,0
2022-10-09,F001,M013,Diabetes,stable,13,2229,2216,0,17,84,0,2023-10-12,1.0,6,10,2022,0,0,0
2022-10-10,F001,M013,Diabetes,stable,46,2216,2170,0,14,76,0,2024-07-07,1.0,0,10,2022,0,0,0
2022-10-11,F001,M013,Diabetes,stable,33,2170,2137,0,19,82,0,2023-06-25,1.0,1,10,2022,0,0,0
2022-10-12,F001,M013,Diabetes,stable,29,2137,2108,0,16,76,0,2023-05-23,1.0,2,10,2022,0,0,0
2022-10-13,F001,M013,Diabetes,stable,46,2108,2062,0,7,73,0,2024-07-28,1.0,3,10,2022,0,0,0
2022-10-14,F001,M013,Diabetes,stable,48,2062,2014,0,18,62,0,2024-09-27,1.0,4,10,2022,0,0,0
2022-10-15,F001,M013,Diabetes,stable,25,2014,1989,0,16,72,0,2024-05-24,1.0,5,10,2022,0,0,0
2022-10-16,F001,M013,Diabetes,stable,12,1989,1977,0,18,89,0,2023-03-09,1.0,6,10,2022,0,0,0
2022-10-17,F001,M013,Diabetes,stable,43,1977,1934,0,17,88,0,2023-06-15,1.0,0,10,2022,0,0,0
2022-10-18,F001,M013,Diabetes,stable,37,1934,1897,0,17,72,0,2023-04-01,1.0,1,10,2022,0,0,0
2022-10-19,F001,M013,Diabetes,stable,34,1897,1863,0,23,66,0,2024-07-14,1.0,2,10,2022,0,0,0
2022-10-20,F001,M013,Diabetes,stable,45,1863,1818,0,27,81,0,2024-06-18,1.0,3,10,2022,0,0,0
2022-10-21,F001,M013,Diabetes,stable,42,1818,1776,0,17,80,0,2024-05-30,1.0,4,10,2022,0,0,0
2022-10-22,F001,M013,Diabetes,stable,13,1776,1763,0,23,84,0,2023-06-26,1.0,5,10,2022,0,0,0
2022-10-23,F001,M013,Diabetes,stable,17,1763,1746,0,20,74,0,2023-11-08,1.0,6,10,2022,0,0,0
2022-10-24,F001,M013,Diabetes,surge,71,1746,1675,0,15,74,0,2022-12-02,1.0,0,10,2022,0,0,0
2022-10-25,F001,M013,Diabetes,surge,69,1675,1606,0,25,68,0,2023-07-22,1.0,1,10,2022,0,0,0
2022-10-26,F001,M013,Diabetes,surge,71,1606,1535,0,21,78,0,2023-09-12,1.0,2,10,2022,0,0,0
2022-10-27,F001,M013,Diabetes,surge,60,1535,1475,0,16,74,0,2024-04-13,1.0,3,10,2022,0,0,0
2022-10-28,F001,M013,Diabetes,surge,81,1475,1394,0,17,75,0,2023-05-14,1.0,4,10,2022,0,0,0
2022-10-29,F001,M013,Diabetes,surge,43,1394,1351,0,10,86,0,2023-07-30,1.0,5,10,2022,0,0,0
2022-10-30,F001,M013,Diabetes,surge,24,1351,1327,0,29,64,0,2022-12-13,1.0,6,10,2022,0,0,0
2022-10-31,F001,M013,Diabetes,surge,64,1327,1263,0,15,82,0,2023-11-25,1.0,0,10,2022,0,0,0
2022-11-01,F001,M013,Diabetes,surge,73,1263,1190,0,17,81,0,2023-08-31,1.0,1,11,2022,0,0,0
2022-11-02,F001,M013,Diabetes,surge,67,1190,1123,0,14,68,1,2022-12-09,1.0,2,11,2022,0,0,0
2022-11-03,F001,M013,Diabetes,surge,72,1123,1051,0,18,66,0,2023-08-23,1.0,3,11,2022,0,0,0
2022-11-04,F001,M013,Diabetes,surge,73,1051,978,0,18,74,0,2024-10-13,1.0,4,11,2022,0,0,0
2022-11-05,F001,M013,Diabetes,surge,38,978,940,0,17,64,0,2024-09-09,1.0,5,11,2022,0,0,0
2022-11-06,F001,M013,Diabetes,surge,17,940,923,0,9,77,0,2024-03-19,1.0,6,11,2022,0,0,0
2022-11-07,F001,M013,Diabetes,surge,77,923,846,0,24,72,0,2024-03-11,1.0,0,11,2022,0,0,0
2022-11-08,F001,M013,Diabetes,surge,69,846,777,0,20,60,0,2024-05-05,1.0,1,11,2022,0,0,0
2022-11-09,F001,M013,Diabetes,surge,58,777,719,0,10,81,0,2023-04-30,1.0,2,11,2022,0,0,0
2022-11-10,F001,M013,Diabetes,surge,84,719,635,0,26,86,0,2024-07-18,1.0,3,11,2022,0,0,0
2022-11-11,F001,M013,Diabetes,surge,82,635,553,0,12,66,0,2023-12-05,1.0,4,11,2022,0,0,0
2022-11-12,F001,M013,Diabetes,surge,36,553,517,0,11,78,0,2023-12-16,1.0,5,11,2022,0,0,0
2022-11-13,F001,M013,Diabetes,surge,20,517,497,0,11,75,0,2024-07-25,1.0,6,11,2022,0,0,0
2022-11-14,F001,M013,Diabetes,surge,55,497,442,0,30,74,0,2023-07-06,1.0,0,11,2022,0,0,0
2022-11-15,F001,M013,Diabetes,surge,76,442,366,0,24,73,0,2023-08-04,1.0,1,11,2022,0,0,0
2022-11-16,F001,M013,Diabetes,surge,65,366,301,0,19,74,0,2024-07-31,1.0,2,11,2022,0,0,0
2022-11-17,F001,M013,Diabetes,surge,84,301,217,0,21,84,0,2023-08-31,1.0,3,11,2022,0,0,0
2022-11-18,F001,M013,Diabetes,surge,77,217,140,0,12,70,0,2023-10-30,1.0,4,11,2022,0,0,0
2022-11-19,F001,M013,Diabetes,surge,42,140,98,0,23,71,0,2024-02-22,1.0,5,11,2022,0,0,0
2022-11-20,F001,M013,Diabetes,surge,24,98,74,0,12,78,0,2023-05-02,1.0,6,11,2022,0,0,0
2022-11-21,F001,M013,Diabetes,surge,67,74,7,0,20,66,0,2024-02-25,1.0,0,11,2022,0,0,0
2022-11-22,F001,M013,Diabetes,surge,82,7,1725,1800,14,80,0,2024-09-18,1.0,1,11,2022,0,0,0
2022-11-23,F001,M013,Diabetes,surge,78,1725,1647,0,17,71,0,2023-04-06,1.0,2,11,2022,0,0,0
2022-11-24,F001,M013,Diabetes,surge,85,1647,1562,0,19,75,0,2024-08-19,1.0,3,11,2022,0,0,0
2022-11-25,F001,M013,Diabetes,surge,88,1562,1474,0,15,68,0,2024-10-28,1.0,4,11,2022,0,0,0
2022-11-26,F001,M013,Diabetes,surge,57,1474,1417,0,14,77,0,2024-01-25,1.0,5,11,2022,0,0,0
2022-11-27,F001,M013,Diabetes,surge,29,1417,1388,0,19,77,0,2024-02-07,1.0,6,11,2022,0,0,0
2022-11-28,F001,M013,Diabetes,surge,89,1388,1299,0,14,82,0,2023-09-11,1.0,0,11,2022,0,0,0
2022-11-29,F001,M013,Diabetes,surge,76,1299,1223,0,24,72,0,2024-07-06,1.0,1,11,2022,0,0,0
2022-11-30,F001,M013,Diabetes,surge,65,1223,1158,0,17,72,0,2023-01-07,1.0,2,11,2022,0,0,0
2022-12-01,F001,M013,Diabetes,surge,76,1158,1082,0,27,71,1,2023-11-20,1.0,3,12,2022,0,0,0
2022-12-02,F001,M013,Diabetes,surge,52,1082,1030,0,20,74,0,2024-07-13,1.0,4,12,2022,0,0,0
2022-12-03,F001,M013,Diabetes,stable,20,1030,1010,0,13,85,0,2023-09-12,1.0,5,12,2022,0,0,0
2022-12-04,F001,M013,Diabetes,stable,8,1010,1002,0,13,69,0,2024-06-21,1.0,6,12,2022,0,0,0
2022-12-05,F001,M013,Diabetes,stable,42,1002,960,0,26,71,0,2023-05-17,1.0,0,12,2022,0,0,0
2022-12-06,F001,M013,Diabetes,stable,41,960,919,0,20,74,0,2024-10-30,1.0,1,12,2022,0,0,0
2022-12-07,F001,M013,Diabetes,stable,36,919,883,0,23,77,0,2023-07-26,1.0,2,12,2022,0,0,0
2022-12-08,F001,M013,Diabetes,stable,27,883,856,0,13,78,0,2023-03-02,1.0,3,12,2022,0,0,0
2022-12-09,F001,M013,Diabetes,stable,40,856,816,0,13,71,0,2023-11-13,1.0,4,12,2022,0,0,0
2022-12-10,F001,M013,Diabetes,stable,23,816,793,0,17,67,0,2024-10-22,1.0,5,12,2022,0,0,0
2022-12-11,F001,M013,Diabetes,stable,9,793,784,0,10,77,0,2023-11-29,1.0,6,12,2022,0,0,0
2022-12-12,F001,M013,Diabetes,stable,38,784,746,0,19,77,0,2023-02-27,1.0,0,12,2022,0,0,0
2022-12-13,F001,M013,Diabetes,stable,61,746,685,0,21,65,0,2024-04-04,1.0,1,12,2022,0,0,0
2022-12-14,F001,M013,Diabetes,stable,40,685,645,0,13,72,0,2023-08-12,1.0,2,12,2022,0,0,0
2022-12-15,F001,M013,Diabetes,stable,41,645,604,0,17,78,0,2024-08-31,1.0,3,12,2022,0,0,0
2022-12-16,F001,M013,Diabetes,stable,38,604,566,0,12,80,0,2023-07-14,1.0,4,12,2022,0,0,0
2022-12-17,F001,M013,Diabetes,stable,31,566,535,0,18,70,0,2023-08-18,1.0,5,12,2022,0,0,0
2022-12-18,F001,M013,Diabetes,stable,7,535,528,0,14,77,0,2023-06-07,1.0,6,12,2022,0,0,0
2022-12-19,F001,M013,Diabetes,stable,45,528,483,0,20,81,0,2024-07-24,1.0,0,12,2022,0,0,0
2022-12-20,F001,M013,Diabetes,stable,42,483,441,0,16,73,0,2023-09-06,1.0,1,12,2022,0,0,0
2022-12-21,F001,M013,Diabetes,stable,43,441,398,0,22,68,0,2024-09-09,1.0,2,12,2022,0,0,0
2022-12-22,F001,M013,Diabetes,stable,44,398,354,0,16,74,0,2024-07-15,1.0,3,12,2022,0,0,0
2022-12-23,F001,M013,Diabetes,stable,56,354,298,0,23,82,0,2023-10-03,1.0,4,12,2022,0,0,0
2022-12-24,F001,M013,Diabetes,stable,22,298,276,0,9,61,0,2024-02-04,1.0,5,12,2022,0,0,0
2022-12-25,F001,M013,Diabetes,stable,6,276,270,0,20,75,0,2023-06-13,1.0,6,12,2022,0,0,0
2022-12-26,F001,M013,Diabetes,stable,42,270,228,0,26,84,0,2023-05-13,1.0,0,12,2022,0,0,0
2022-12-27,F001,M013,Diabetes,stable,33,228,195,0,18,68,0,2023-11-03,1.0,1,12,2022,0,0,0
2022-12-28,F001,M013,Diabetes,stable,47,195,148,0,12,65,0,2023-05-21,1.0,2,12,2022,0,0,0
2022-12-29,F001,M013,Diabetes,stable,35,148,113,0,12,64,0,2024-01-20,1.0,3,12,2022,0,0,0
2022-12-30,F001,M013,Diabetes,stable,37,113,76,0,12,67,0,2024-05-04,1.0,4,12,2022,0,0,0
2022-12-31,F001,M013,Diabetes,stable,16,76,1860,1800,21,75,0,2024-04-30,1.0,5,12,2022,0,0,0
2023-01-01,F001,M013,Diabetes,stable,16,1860,1844,0,20,81,0,2024-11-07,1.0,6,1,2023,0,0,0
2023-01-02,F001,M013,Diabetes,stable,39,1844,1805,0,20,68,0,2024-05-04,1.0,0,1,2023,0,0,0
2023-01-03,F001,M013,Diabetes,stable,41,1805,1764,0,21,63,0,2024-04-15,1.0,1,1,2023,0,0,0
2023-01-04,F001,M013,Diabetes,stable,46,1764,1718,0,15,84,0,2024-02-21,1.0,2,1,2023,0,0,0
2023-01-05,F001,M013,Diabetes,stable,46,1718,1672,0,20,76,0,2023-04-13,1.0,3,1,2023,0,0,0
2023-01-06,F001,M013,Diabetes,stable,52,1672,1620,0,22,82,0,2024-08-16,1.0,4,1,2023,0,0,0
2023-01-07,F001,M013,Diabetes,stable,25,1620,1595,0,14,70,0,2023-08-25,1.0,5,1,2023,0,0,0
2023-01-08,F001,M013,Diabetes,stable,18,1595,1577,0,14,63,0,2023-08-29,1.0,6,1,2023,0,0,0
2023-01-09,F001,M013,Diabetes,stable,33,1577,1544,0,19,82,0,2024-03-18,1.0,0,1,2023,0,0,0
2023-01-10,F001,M013,Diabetes,stable,36,1544,1508,0,14,78,0,2023-03-12,1.0,1,1,2023,0,0,0
2023-01-11,F001,M013,Diabetes,stable,45,1508,1463,0,15,68,0,2024-10-24,1.0,2,1,2023,0,0,0
2023-01-12,F001,M013,Diabetes,stable,39,1463,1424,0,15,74,0,2023-02-22,1.0,3,1,2023,0,0,0
2023-01-13,F001,M013,Diabetes,stable,38,1424,1386,0,13,72,0,2023-06-01,1.0,4,1,2023,0,0,0
2023-01-14,F001,M013,Diabetes,stable,28,1386,1358,0,16,67,0,2024-09-28,1.0,5,1,2023,0,0,0
2023-01-15,F001,M013,Diabetes,stable,9,1358,1349,0,16,63,0,2024-02-28,1.0,6,1,2023,0,0,0
2023-01-16,F001,M013,Diabetes,stable,51,1349,1298,0,12,70,0,2024-12-05,1.0,0,1,2023,0,0,0
2023-01-17,F001,M013,Diabetes,stable,42,1298,1256,0,12,75,0,2023-04-13,1.0,1,1,2023,0,0,0
2023-01-18,F001,M013,Diabetes,stable,43,1256,1213,0,10,75,0,2024-05-06,1.0,2,1,2023,0,0,0
2023-01-19,F001,M013,Diabetes,stable,41,1213,1172,0,15,74,0,2024-06-13,1.0,3,1,2023,0,0,0
2023-01-20,F001,M013,Diabetes,stable,37,1172,1135,0,14,69,0,2024-05-12,1.0,4,1,2023,0,0,0
2023-01-21,F001,M013,Diabetes,surge,37,1135,1098,0,30,74,0,2023-04-15,1.0,5,1,2023,0,0,0
2023-01-22,F001,M013,Diabetes,surge,28,1098,1070,0,20,77,0,2023-05-01,1.0,6,1,2023,0,0,0
2023-01-23,F001,M013,Diabetes,surge,77,1070,993,0,13,83,0,2024-06-26,1.0,0,1,2023,0,0,0
2023-01-24,F001,M013,Diabetes,surge,68,993,925,0,10,72,1,2025-01-16,1.0,1,1,2023,0,0,0
2023-01-25,F001,M013,Diabetes,surge,66,925,859,0,24,80,0,2023-08-13,1.0,2,1,2023,0,0,0
2023-01-26,F001,M013,Diabetes,surge,82,859,777,0,27,79,0,2024-07-12,1.0,3,1,2023,0,0,0
